1 0.000017 0.000016 0.000021
2 0.000066 0.0000335000 0.0001000000
3 0.00011335556 0.000084333 0.0001376667
4 0.00024905625 0.0002235625 0.0002809375
5 0.000601156 0.0005374000 0.0007500400
6 0.00096854444 0.0007622778 0.0021176667
7 0.00191001022 0.0012140816 0.0030738776
8 0.00187485002 0.0014154063 0.0030354063
9 0.00367684568 0.0027166420 0.0077780123
10 0.005204179 0.0044858 0.0065810800
11 0.00606176778 0.0049768182 0.0077039835
12 0.00670090208 0.006055479 0.0075877917
13 0.0096438438 0.0085547160 0.0149049349
14 0.01169292501 0.0099191939 0.0145897347
15 0.02567803777 0.0175891289 0.0475763467
