5	0.0007488
10	0.0019844
15	0.0028413
20	0.0040926
25	0.0057746
30	0.0070093
35	0.0090713
40	0.0104778
45	0.0131689
50	0.0149955
55	0.0170895
60	0.0180065
65	0.0209360
70	0.0266769
75	0.0281664
80	0.0341894
85	0.0365373
90	0.0401539
95	0.0466814
100	0.0499418
